M,N,K,Raster,Swizzle,Decomposition,Splits,AvgRuntime_ms,TFLOPS,WorktileCount
8192,8192,8192,Along M,2,Heuristic,1,1.38208,795.55,2048
8192,8192,8192,Along M,4,Heuristic,1,1.36768,803.927,2048
8192,8192,8192,Along M,8,Heuristic,1,1.37737,798.269,2048
8192,8192,8192,Heuristic,1,StreamK,1,1.97699,556.154,2048
8192,8192,8192,Heuristic,2,StreamK,1,1.35912,808.986,2048
8192,8192,8192,Heuristic,4,StreamK,1,1.32785,828.038,2048
8192,8192,8192,Heuristic,8,StreamK,1,1.34501,817.477,2048
8192,8192,8192,Along N,1,StreamK,1,1.75709,625.756,2048
8192,8192,8192,Along N,2,StreamK,1,1.33449,823.917,2048
8192,8192,8192,Along N,4,StreamK,1,1.35629,810.677,2048
8192,8192,8192,Along N,8,StreamK,1,1.31977,833.11,2048
8192,8192,8192,Along M,1,StreamK,1,1.36034,808.265,2048
8192,8192,8192,Along M,2,StreamK,1,1.36068,808.06,2048
8192,8192,8192,Along M,4,StreamK,1,1.38783,792.25,2048
8192,8192,8192,Along M,8,StreamK,1,1.45264,756.908,2048
8192,8192,8192,Heuristic,1,SplitK,1,1.66321,661.078,2048
8192,8192,8192,Heuristic,1,SplitK,2,1.7137,641.601,2048
8192,8192,8192,Heuristic,1,SplitK,3,1.77266,620.261,2048
8192,8192,8192,Heuristic,1,SplitK,4,1.90753,576.404,2048
8192,8192,8192,Heuristic,2,SplitK,1,1.35522,811.314,2048
8192,8192,8192,Heuristic,2,SplitK,2,1.54233,712.89,2048
8192,8192,8192,Heuristic,2,SplitK,3,1.66315,661.103,2048
8192,8192,8192,Heuristic,2,SplitK,4,1.76527,622.857,2048
8192,8192,8192,Heuristic,4,SplitK,1,1.37567,799.254,2048
8192,8192,8192,Heuristic,4,SplitK,2,1.52313,721.878,2048
8192,8192,8192,Heuristic,4,SplitK,3,1.63255,673.492,2048
8192,8192,8192,Heuristic,4,SplitK,4,1.73918,632.203,2048
8192,8192,8192,Heuristic,8,SplitK,1,1.34665,816.482,2048
8192,8192,8192,Heuristic,8,SplitK,2,1.47398,745.949,2048
8192,8192,8192,Heuristic,8,SplitK,3,1.58157,695.202,2048
8192,8192,8192,Heuristic,8,SplitK,4,1.71113,642.563,2048
8192,8192,8192,Along N,1,SplitK,1,1.63835,671.109,2048
8192,8192,8192,Along N,1,SplitK,2,1.73184,634.881,2048
8192,8192,8192,Along N,1,SplitK,3,1.78554,615.785,2048
8192,8192,8192,Along N,1,SplitK,4,1.89262,580.945,2048
8192,8192,8192,Along N,2,SplitK,1,1.37719,798.375,2048
8192,8192,8192,Along N,2,SplitK,2,1.55482,707.162,2048
8192,8192,8192,Along N,2,SplitK,3,1.66608,659.94,2048
8192,8192,8192,Along N,2,SplitK,4,1.76618,622.536,2048
8192,8192,8192,Along N,4,SplitK,1,1.36226,807.125,2048
8192,8192,8192,Along N,4,SplitK,2,1.51453,725.974,2048
8192,8192,8192,Along N,4,SplitK,3,1.64144,669.845,2048
8192,8192,8192,Along N,4,SplitK,4,1.72984,635.616,2048
8192,8192,8192,Along N,8,SplitK,1,1.34552,817.164,2048
8192,8192,8192,Along N,8,SplitK,2,1.43369,766.912,2048
8192,8192,8192,Along N,8,SplitK,3,1.55535,706.921,2048
8192,8192,8192,Along N,8,SplitK,4,1.69214,649.775,2048
8192,8192,8192,Along M,1,SplitK,1,1.36975,802.713,2048
8192,8192,8192,Along M,1,SplitK,2,1.5475,710.507,2048
8192,8192,8192,Along M,1,SplitK,3,1.69992,646.802,2048
8192,8192,8192,Along M,1,SplitK,4,1.92474,571.252,2048
8192,8192,8192,Along M,2,SplitK,1,1.34975,814.602,2048
8192,8192,8192,Along M,2,SplitK,2,1.51237,727.013,2048
8192,8192,8192,Along M,2,SplitK,3,1.69152,650.013,2048
8192,8192,8192,Along M,2,SplitK,4,1.86771,588.695,2048
8192,8192,8192,Along M,4,SplitK,1,1.33292,824.89,2048
8192,8192,8192,Along M,4,SplitK,2,1.45407,756.164,2048
8192,8192,8192,Along M,4,SplitK,3,1.59005,691.494,2048
8192,8192,8192,Along M,4,SplitK,4,1.74072,631.643,2048
8192,8192,8192,Along M,8,SplitK,1,1.36991,802.618,2048
8192,8192,8192,Along M,8,SplitK,2,1.55529,706.95,2048
8192,8192,8192,Along M,8,SplitK,3,1.64422,668.715,2048
8192,8192,8192,Along M,8,SplitK,4,1.78315,616.611,2048
8192,8192,8192,Heuristic,1,DataParallel,1,1.7086,643.516,2048
8192,8192,8192,Heuristic,2,DataParallel,1,1.35217,813.146,2048
8192,8192,8192,Heuristic,4,DataParallel,1,1.36916,803.057,2048
8192,8192,8192,Heuristic,8,DataParallel,1,1.38294,795.053,2048
8192,8192,8192,Along N,1,DataParallel,1,1.6472,667.502,2048
8192,8192,8192,Along N,2,DataParallel,1,1.33858,821.403,2048
8192,8192,8192,Along N,4,DataParallel,1,1.35104,813.826,2048
8192,8192,8192,Along N,8,DataParallel,1,1.36783,803.834,2048
8192,8192,8192,Along M,1,DataParallel,1,1.36496,805.524,2048
8192,8192,8192,Along M,2,DataParallel,1,1.32056,832.612,2048
8192,8192,8192,Along M,4,DataParallel,1,1.28567,855.203,2048
8192,8192,8192,Along M,8,DataParallel,1,1.33939,820.904,2048

