size,kernel,avg_time_ms,tflops,bandwidth_gbps,speedup
64,PyTorch,0.022624000906944275,0.023173973611319718,1.086280013030612,1.0
64,CUDA Tensor Core Naive (BF16),0.019952000118792057,0.026277465761750492,1.2317562075820545,1.1339214500923924
64,CUDA Tensor Core Warptiled (BF16),0.02179200015962124,0.02405873697502361,1.127753295704232,1.0381791823251114
64,CUDA Tensor Core Double Buffered (BF16),0.02208000048995018,0.023744927009337353,1.1130434535626885,1.0246376994983175
64,CUDA Tensor Core Async (BF16),0.02247999981045723,0.02332242012547136,1.09323844338147,1.0064057427803028
64,CUTLASS (BF16),0.01974399946630001,0.026554295693477885,1.244732610631776,1.1458671757745935
64,CUTLASS Hopper (BF16) [Default],0.021247999742627144,0.02467469909406051,1.1566265200340866,1.0647590917255443
64,CUTLASS Hopper TMA WarpSpec Auto,0.020816000178456306,0.02518677918453403,1.1806302742750328,1.0868562986639083
64,CUTLASS Hopper TMA WarpSpec Const,0.020576000213623047,0.025480559611040298,1.1944012317675141,1.099533469676253
64,CUTLASS Hopper TMA Persistent Const,0.020400000736117363,0.025700391229485087,1.2047058388821137,1.1090196122831217
64,CUTLASS Hopper TMA Pingpong Const,0.021503999829292297,0.02438095257449853,1.142857151929619,1.0520833838608172
96,PyTorch,0.022048000246286392,0.08025544177404648,2.5079825554389523,1.0
96,CUDA Tensor Core Naive (BF16),0.019328000023961067,0.09154966876067737,2.860927148771168,1.1407284881494888
96,CUDA Tensor Core Warptiled (BF16),0.025312000885605812,0.06990644508890827,2.184576409028383,0.8710492839317353
96,CUDA Tensor Core Double Buffered (BF16),0.025728000327944756,0.06877611852632279,2.149253703947587,0.856965172778652
96,CUDA Tensor Core Async (BF16),0.02696000039577484,0.06563323345786415,2.0510385455582547,0.8178041514324957
96,CUTLASS (BF16),0.019648000597953796,0.09005862918104136,2.8143321619075428,1.1221498155177447
96,CUTLASS Hopper (BF16) [Default],0.02195199951529503,0.08060641577397643,2.518950492936763,1.0043732112386607
96,CUTLASS Hopper TMA WarpSpec Auto,0.02112000063061714,0.08378181568019653,2.618181740006142,1.0439393744299397
96,CUTLASS Hopper TMA WarpSpec Const,0.02112000063061714,0.08378181568019653,2.618181740006142,1.0439393744299397
96,CUTLASS Hopper TMA Persistent Const,0.02078399993479252,0.08513625892761359,2.660508091487925,1.0608160274951661
96,CUTLASS Hopper TMA Pingpong Const,0.022112000733613968,0.08002315219310317,2.5007235060344746,0.997105622051184
128,PyTorch,0.022336000576615334,0.18778223010932513,4.401146018187308,1.0
128,CUDA Warptiling,0.03876800090074539,0.1081898447830297,2.535699487102259,0.5761452759403408
128,CUDA Tensor Core Naive (BF16),0.019200000911951065,0.21845332295735723,5.119999756813061,1.1633333081100148
128,CUDA Tensor Core Warptiled (BF16),0.028031999245285988,0.14962557480467029,3.5068494094844604,0.7968036949905196
128,CUDA Tensor Core Double Buffered (BF16),0.028351999819278717,0.1479367955253713,3.4672686451258907,0.7878104091065689
128,CUDA Tensor Core Async (BF16),0.030112000182271004,0.13929011605378092,3.2646120950104907,0.7417640954241913
128,CUTLASS (BF16),0.019807999953627586,0.21174798110961557,4.962843307256615,1.1276252336887136
128,CUTLASS Hopper (BF16) [Default],0.022048000246286392,0.19023512124218422,4.458635654113694,1.0130624241251744
128,CUTLASS Hopper TMA WarpSpec Auto,0.02116800006479025,0.19814361239428507,4.643990915491057,1.0551776506165018
128,CUTLASS Hopper TMA WarpSpec Const,0.02115200087428093,0.19829348650887793,4.647503590051827,1.0559757778647811
128,CUTLASS Hopper TMA Persistent Const,0.020767999812960625,0.20195994018559615,4.733436098099911,1.075500807866734
128,CUTLASS Hopper TMA Pingpong Const,0.021888000890612602,0.19162572319698992,4.491227887429452,1.0204678210788483
256,PyTorch,0.022223999723792076,1.509828672472401,17.693304755535955,1.0
256,CUDA Warptiling,0.062224000692367554,0.5392522439354468,6.319362233618518,0.3571612155519613
256,CUDA Tensor Core Naive (BF16),0.019216000102460384,1.746171514419577,20.462947434604423,1.1565361992762766
256,CUDA Tensor Core Warptiled (BF16),0.04187199845910072,0.8013573088176084,9.390905962706348,0.5307604256219056
256,CUDA Tensor Core Double Buffered (BF16),0.04235199838876724,0.7922750584751495,9.284473341505658,0.5247450077748022
256,CUDA Tensor Core Async (BF16),0.04580799862742424,0.7325015937262909,8.584003051479971,0.48515543987305
256,CUTLASS (BF16),0.019680000841617584,1.705001553101662,19.980486950410103,1.1292682303546786
256,CUTLASS Hopper (BF16) [Default],0.023264000192284584,1.4423328629067067,16.902338237187973,0.9552957161323692
256,CUTLASS Hopper TMA WarpSpec Auto,0.022223999723792076,1.509828672472401,17.693304755535955,1.0
256,CUTLASS Hopper TMA WarpSpec Const,0.02236800082027912,1.5001086717405303,17.57939849695934,0.9935621829754007
256,CUTLASS Hopper TMA Persistent Const,0.02160000056028366,1.5534458856310025,18.204443972238312,1.028888849413077
256,CUTLASS Hopper TMA Pingpong Const,0.02332800067961216,1.4383758154347694,16.855966587126208,0.9526748575249768
512,PyTorch,0.021983999758958817,12.2104921280582,71.54585231284103,1.0
512,CUDA Warptiling,0.10864000022411346,2.4708712761988627,14.477761383977715,0.20235640384396192
512,CUDA Tensor Core Naive (BF16),0.020896000787615776,12.846259852703056,75.27105382443199,1.0520673301270094
512,CUDA Tensor Core Warptiled (BF16),0.06737599894404411,3.98414064662605,23.34457410132452,0.32628829410331367
512,CUDA Tensor Core Double Buffered (BF16),0.0663679987192154,4.044651958478905,23.699132569212335,0.3312439757595679
